  
       RFOIL         Version 3.00
  
 Calculated polar for: final_airfoil_21_4              
  
 1  Reynolds number fixed
  
 xtrf =      1.00000000 (suction)     1.00000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     12.00000000 e 6     Ncrit =      9.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.19000002E+02    -0.99361849E+00     0.56696054E-01     0.12000000E+02    -0.96025385E-01     0.99721164E+00     0.91080787E-02     0.54167084E-01      99     0.62784158E-01
-0.18000000E+02    -0.99957979E+00     0.43501895E-01     0.12000000E+02    -0.10621069E+00     0.99136823E+00     0.96643921E-02     0.40754862E-01      99     0.62784158E-01
-0.17000002E+02    -0.10049040E+01     0.34587193E-01     0.12000000E+02    -0.10978604E+00     0.68740755E+00     0.10176604E-01     0.30741435E-01     100     0.55971831E-01
-0.16000002E+02    -0.99524719E+00     0.27262093E-01     0.12000000E+02    -0.11271717E+00     0.62727696E+00     0.10646753E-01     0.23122061E-01     100     0.55971831E-01
-0.15000001E+02    -0.96672910E+00     0.21786740E-01     0.12000000E+02    -0.11434713E+00     0.59505719E+00     0.11117573E-01     0.17458532E-01     101     0.49467091E-01
-0.14000001E+02    -0.92085087E+00     0.17249672E-01     0.12000000E+02    -0.11606576E+00     0.56782460E+00     0.12284191E-01     0.12777235E-01     101     0.49467091E-01
-0.13000001E+02    -0.85930336E+00     0.13923971E-01     0.12000000E+02    -0.11717181E+00     0.54511392E+00     0.13294140E-01     0.93376432E-02     102     0.43323644E-01
-0.12000000E+02    -0.75464231E+00     0.11600119E-01     0.12000000E+02    -0.12365545E+00     0.52422452E+00     0.15037708E-01     0.69157742E-02     103     0.37594598E-01
-0.11000001E+02    -0.62298989E+00     0.10001551E-01     0.12000000E+02    -0.13261312E+00     0.50365579E+00     0.17590133E-01     0.52268128E-02     104     0.32325886E-01
-0.10000001E+02    -0.49463308E+00     0.90872571E-02     0.12000000E+02    -0.13815154E+00     0.48661658E+00     0.20849489E-01     0.42681801E-02     105     0.27549066E-01
-0.90000000E+01    -0.36720529E+00     0.84009441E-02     0.12000000E+02    -0.14261889E+00     0.47154382E+00     0.25668930E-01     0.35680048E-02     107     0.19496726E-01
-0.80000010E+01    -0.23933052E+00     0.78436658E-02     0.12000000E+02    -0.14681984E+00     0.45743847E+00     0.33359300E-01     0.30087298E-02     108     0.16187426E-01
-0.70000014E+01    -0.11099837E+00     0.73707295E-02     0.12000000E+02    -0.15089743E+00     0.44501841E+00     0.45271415E-01     0.25566942E-02     109     0.13311633E-01
-0.60000000E+01     0.17619818E-01     0.69625075E-02     0.12000000E+02    -0.15490855E+00     0.43177834E+00     0.64881563E-01     0.21916972E-02     111     0.86948033E-02
-0.50000010E+01     0.14682586E+00     0.65748682E-02     0.12000000E+02    -0.15900114E+00     0.42108262E+00     0.98702304E-01     0.18926328E-02     113     0.53250566E-02
-0.40000014E+01     0.27672508E+00     0.61920467E-02     0.12000000E+02    -0.16325967E+00     0.41000623E+00     0.15583949E+00     0.16526449E-02     114     0.40246556E-02
-0.30000000E+01     0.40678465E+00     0.58408878E-02     0.12000000E+02    -0.16755173E+00     0.39937901E+00     0.23397057E+00     0.14845324E-02     116     0.20652513E-02
-0.20000007E+01     0.53557122E+00     0.55939499E-02     0.12000000E+02    -0.17149325E+00     0.38919449E+00     0.31562924E+00     0.14086827E-02     118     0.82786451E-03
-0.10000012E+01     0.66141665E+00     0.55259317E-02     0.12000000E+02    -0.17464022E+00     0.37945548E+00     0.37322220E+00     0.14324156E-02     120     0.18062421E-03
 0.00000000E+00     0.78533643E+00     0.55593927E-02     0.12000000E+02    -0.17732036E+00     0.37005913E+00     0.41533807E+00     0.15157619E-02     122     0.34316527E-05
 0.99999946E+00     0.90761960E+00     0.56666397E-02     0.12000000E+02    -0.17963956E+00     0.36095542E+00     0.44451344E+00     0.16432567E-02     124     0.38237916E-03
 0.19999989E+01     0.10286005E+01     0.58216960E-02     0.12000000E+02    -0.18171194E+00     0.35211098E+00     0.46855366E+00     0.18076785E-02     126     0.14586644E-02
 0.29999983E+01     0.11483456E+01     0.60149617E-02     0.12000000E+02    -0.18357304E+00     0.34344107E+00     0.48831984E+00     0.20055021E-02     128     0.32366193E-02
