1.00000   0.00131
0.98338   0.00414
0.96457   0.00729
0.94364   0.01096
0.92071   0.01515
0.89588   0.01984
0.86927   0.02501
0.84101   0.03066
0.81124   0.03675
0.78009   0.04331
0.74771   0.05029
0.71427   0.05758
0.67992   0.06509
0.64483   0.07268
0.60917   0.08021
0.57309   0.08746
0.53679   0.09429
0.50043   0.10062
0.46419   0.10627
0.42825   0.11108
0.39276   0.11489
0.35791   0.11752
0.32386   0.11880
0.29078   0.11854
0.25882   0.11673
0.22814   0.11342
0.19888   0.10878
0.17118   0.10299
0.14518   0.09621
0.12101   0.08860
0.09877   0.08031
0.07857   0.07151
0.06052   0.06234
0.04470   0.05296
0.03118   0.04352
0.02003   0.03416
0.01130   0.02500
0.00503   0.01616
0.00126   0.00778
0.00000   0.00000
0.00000   0.00000
0.00126  -0.00652
0.00503  -0.01295
0.01130  -0.01939
0.02003  -0.02606
0.03118  -0.03298
0.04470  -0.04003
0.06052  -0.04711
0.07857  -0.05414
0.09877  -0.06099
0.12101  -0.06753
0.14518  -0.07360
0.17118  -0.07908
0.19888  -0.08379
0.22814  -0.08757
0.25882  -0.09030
0.29078  -0.09185
0.32386  -0.09204
0.35791  -0.09070
0.39276  -0.08773
0.42825  -0.08306
0.46419  -0.07667
0.50043  -0.06865
0.53679  -0.05950
0.57309  -0.04979
0.60917  -0.03995
0.64483  -0.03045
0.67992  -0.02169
0.71427  -0.01398
0.74771  -0.00747
0.78009  -0.00219
0.81124   0.00178
0.84101   0.00447
0.86927   0.00600
0.89588   0.00647
0.92071   0.00599
0.94364   0.00470
0.96457   0.00284
0.98338   0.00074
1.00000  -0.00131
